box_office,movie_id,movie_title,release_date,directedBy,starring,genre,runtime,country,language,rating_num,vote_num,rating_per_stars5,rating_per_stars4,rating_per_stars3,rating_per_stars2,rating_per_stars1,intro,comment_num,question_num
10732.0,22265687,星球大战9：天行者崛起 Star Wars: The Rise of Skywalker,2019,['J·J·艾布拉姆斯'],"['黛西·雷德利', '亚当·德赖弗', '奥斯卡·伊萨克', '约翰·博耶加', '马克·哈米尔', '凯丽·费雪', '比利·迪·威廉姆斯', '伊恩·麦克迪阿梅德', '凯丽·拉塞尔', '哈里森·福特', '朱迪·科默', '比利·豪尔', '马特·史密斯', '露皮塔·尼永奥', '多姆纳尔·格里森', '凯莉·玛丽·陈', '乔纳斯·索塔莫', '比莉·洛德', '安东尼·丹尼尔斯', '娜奥米·阿基', '理查德·E·格兰特', '多米尼克·莫纳汉', '格雷戈·格伦伯格', '艾德·希兰', '林-曼努尔·米兰达']","['动作', '科幻', '冒险']",142,美国,英语,6.3,82546,9.1,24.0,46.3,16.2,4.4,本片为2017年电影《星球大战：最后的绝地武士》的续集，“星球大战后传三部曲”的第三部作品，同时是“天行者传奇”的第九部作品以及最终章。在卢克·天行者化为绝地英灵的一年后，残存的抵抗势力将再次面对第一秩序。同时，绝地和西斯之间的大战将天行者的传奇带到最后。,29349,0
10670.0,1858711,玩具总动员3 Toy Story 3,2010,['李·昂克里奇'],"['汤姆·汉克斯', '蒂姆·艾伦', '琼·库萨克', '尼德·巴蒂', '唐·里克斯', '迈克尔·基顿']","['喜剧', '动画', '奇幻', '冒险']",103,美国,英语 / 西班牙语,8.9,405203,53.2,36.7,9.5,0.5,0.1,距上一次的冒险已经过去11个年头，转眼间安迪（约翰·莫里斯 John Morris 配音）变成了17岁的阳光男孩。这年夏天，安迪即将开始大学生活，他必须将自己的房间收拾整齐留给妹妹。此前，伍迪（汤姆·汉克斯 Tom Hanks 配音）与巴斯光年（蒂姆·艾伦 Tim Allen 配音）等玩具一直期待安迪再和他们玩耍，但是随着岁月的流逝，他们被冷落在箱子里很久了。安迪十分珍惜这些童年的玩伴，于是准备将他们收在阁楼。谁曾想，妈妈却把玩具们当作废物扔到街道上。玩具们误解了安迪，于是愤然出走，宁可被捐赠到阳光之家幼儿园。伍迪尽力劝解大家，却收效甚微，只得独自黯然离开。巴斯光年他们原本以为将重新回到往昔的快乐时光，不料却陷入一场阴谋之中……,82716,8
10662.0,1315574,加勒比海盗2：聚魂棺 Pirates of the Caribbean: Dead Man's Chest,2006,['戈尔·维宾斯基'],"['约翰尼·德普', '奥兰多·布鲁姆', '凯拉·奈特莉', '杰克·达文波特', '比尔·奈伊', '乔纳森·普雷斯', '李·阿伦伯格', '麦肯锡·克鲁克', '凯文·麦克纳利', '大卫·拜利', '斯特兰·斯卡斯加德', '汤姆·霍兰德', '娜奥米·哈里斯', '马丁·科勒巴', '大卫·斯科菲尔德', '亚力克斯·诺顿', '劳伦·马赫', '内杰·亚当森', '卢克·德·沃夫松', '德里克·奥康纳', '德莫特·基尼', '克里夫·阿什伯恩', '罗比·基', '麦克斯·贝克', '史蒂夫·斯皮尔斯', '约翰·博斯沃尔', '克里斯托弗·亚当森', '安迪·比克维奇', '乔纳森·林斯利', '西蒙·米考克', '瓦妮莎·布兰奇', '大卫·斯特恩', '安东尼·帕特里西奥', '迈克尔·恩莱特', '马克·可汗', '大卫·扎赫迪安', '法乌齐·卜拉希米', '雷吉·李', '杰拉德·J·雷耶斯', '哈亚提·阿克巴斯', '斯蒂芬·阿纳尼茨', '拉斯蒂·格瑞斯登·博林', '罗恩·博蒂塔', '盖伊·查普曼', '尼尔·德蒙特', '杰拉德·加纳', '赛米·汉拉缇', '达隆·亨廷顿', '保罗·雅各布森', '马克·约瑟夫', '乔纳森·克特']","['动作', '奇幻', '冒险']",151,美国,英语 / 土耳其语 / 希腊语,8.3,347253,34.3,49.2,15.4,0.9,0.1,迷人的杰克（约翰尼•戴普 饰）船长又回来了，这次，他遇到了更为强大的敌人——传说中的不死人大卫•琼斯(比尔•奈伊 饰)，他驾驶着让人恐惧的“飞行荷兰人”号快船，在速度与装备上，没有任何船能够超越它。杰克船长欠下琼斯一个血债，他必须赶在最后时限到来之前，找到破解的方法，否则他会永远背负血债，并且在余生永远成为琼斯的奴隶。当然，杰克船长的好朋友威尔•特纳（奥兰多•布鲁姆 饰）也被卷入了他的坏运气当中。因为杰克，威尔和伊丽莎白（凯拉•奈特莉 饰）的婚礼被迫取消，伊丽莎白还被关进了监狱，威尔为了救她，只能去寻找杰克。这次两个好朋友遇到了巨大神秘的海洋怪物、不友善的小岛土著、打扮华丽的占卜者戴尔玛，威尔失散多年的父亲--“拉靴带”比尔•特纳(斯特兰•斯卡斯加德)在关键时刻离奇现身，成为全局的转折点……,47610,4
10561.0,25894431,星球大战外传：侠盗一号 Rogue One: A Star Wars Story,2016,['加里斯·爱德华斯'],"['菲丽希缇·琼斯', '迭戈·卢纳', '甄子丹', '本·门德尔森', '麦斯·米科尔森', '艾伦·图代克', '福里斯特·惠特克', '姜文', '里兹·阿迈德', '乔纳森·阿里斯', '尤妮斯·奥卢米德', '克莱尔·陈', '吉米·斯密茨', '沃维克·戴维斯', '马克·普雷斯顿', '吉娜薇·欧瑞丽', '詹姆斯·厄尔·琼斯']","['动作', '科幻', '冒险']",134,美国,英语,7.3,158895,15.9,41.2,36.3,5.3,1.3,共和体制崩塌，银河帝国的阴影笼罩着宇宙文明每一个角落。为了加强对反抗势力的镇压，塔金主义直接催生了一种足以摧毁星球的超级武器——死星的诞生，而物理科学家盖伦·厄索（麦斯·米科尔森 Mads Mikkelsen 饰）正是死星的主要设计者。厄索的女儿琴（菲丽希缇·琼斯 Felicity Jones 饰）在童年时代与父母经历了生离死别，之后她被反抗组织领袖索•格雷拉（福里斯特·惠特克 Forest Whitaker 饰）所抚养长大。成年后琴罪行累累，成为帝国的阶下囚，最终却被反抗组织救出。从格雷拉那里她得知死星的存在，并见证了一个城市的灰飞烟灭。然而义军同盟决然不信死星的存在，万般无奈琴和飞行员卡西安·安多（迭戈·鲁纳 Diego Luna 饰）等人孤身前往收藏着死星设计图的星球，攸关全宇宙命运的战争拉开了序幕……故事根据1977年《星球大战：新希望》片头的一段文字改编。,51690,75
10506.0,26891256,阿拉丁 Aladdin,2019,['盖·里奇'],"['梅纳·玛索德', '娜奥米·斯科特', '威尔·史密斯', '马尔万·肯扎里', '纳维德·内加班', '纽曼·阿卡', '艾伦·图代克', '比利·马格努森', '纳西姆·帕杜雷德', '卡米尔·雷米泽斯基', '乔伊·安沙', '贾格·帕特尔', '贝恩·科拉科', '凯西·克莱尔', '威尔·布拉格罗夫', '希滕·珀泰尔', '阿米尔鲍特罗斯', '埃里克·可可', '弗兰·塔格', '阿玛尔·阿达蒂亚', '乔丹·A·纳什', '通恰伊·古奈什', '塞尔哈特·梅汀', '凯文·马塔迪恩', '保利娜·博内瓦', '塔希尔·布尔汉', '亚当·柯林斯']","['爱情', '歌舞', '奇幻', '冒险']",128,美国,英语,7.5,272896,16.9,46.5,32.8,3.3,0.4,在充满异域风情的古代阿拉伯王国，善良的穷小子阿拉丁（莫纳·马苏德 饰）和勇敢的茉莉公主（娜奥米·斯科特 饰）浪漫邂逅，在可以满足主人三个愿望的神灯精灵（威尔·史密斯 饰）的帮助下，两人踏上了一次寻找真爱和自我的魔幻冒险。,94518,10
10457.0,3227410,加勒比海盗4：惊涛怪浪 Pirates of the Caribbean: On Stranger Tides,2011,['罗伯·马歇尔'],"['约翰尼·德普', '佩内洛普·克鲁兹', '杰弗里·拉什', '伊恩·麦柯肖恩', '凯文·麦克纳利', '山姆·克拉弗林', '阿斯特丽德·伯格斯-弗瑞斯贝', '斯蒂芬·格拉汉姆', '凯斯·理查德兹', '理查德·格雷弗斯', '格雷格·埃利斯', '达米恩·奥哈尔', '奥斯卡·贾恩那达', '安东·莱瑟', '罗杰·阿拉姆', '朱迪·丹奇', '克里斯托弗·法里班克', '保罗·巴泽利', '布隆森·韦伯', '理查德·汤姆森', '松崎悠希', '罗比·凯', '斯蒂夫·艾弗茨', 'Ian Mercer', '道比·欧帕瑞', '嘉玛·沃德', '塞巴斯蒂安·阿梅斯托', '胡安·卡洛斯·凡希多', '杰拉德·摩纳科', '卢克·罗伯茨', '丹尼尔·英格斯', '艾米莉亚·琼斯', '帕特里克·肯尼迪', 'Jody Halse', '克利福德·罗斯', 'Sanya Hughes', '达芙妮', '安托瓦内特·尼普莱拉', '德里克·梅耶斯', '金塔雷·贝尼奥拉维特', '贝恩·科拉科', '埃利奥特·克罗斯利', 'Kit Farrell', '尼可拉·芬恩', '鲍比·霍兰德·汉顿', 'Harley Jay', '杰瑞米·金', '特蕾莎·马奥尼', '让·皮埃尔·普拉茨', '克里斯滕·史蒂芬森皮诺', '哈维·沃尔什']","['动作', '奇幻', '冒险']",136,美国,英语,7.7,314596,22.2,45.6,29.1,2.8,0.4,迪士尼《加勒比海盗4》豆瓣小站：因故在伦敦盘桓期间，杰克·斯派罗船长（约翰尼·德普 Johnny Depp 饰）被英国国王的士兵抓住。原来传说中的“不老泉”重现世间，为了赶在西班牙之前得手。英国国王乔治二世（Richard Griffiths 饰）希望杰克和巴波萨船长（杰弗里·拉什 Geoffrey Rush 饰）联手出海寻找。倔强傲慢的杰克断然拒绝，阴差阳错进入了假杰克船长的巢穴，更由此邂逅了旧老情人安吉莉卡（佩妮洛普·克鲁兹 Penélope Cruz 饰）。各种因素促使迫使他加入了安吉莉卡的船队，更和她的父亲——臭名昭著海盗“黑胡子”（伊恩·麦柯肖恩 Ian McShane 饰）搅在了一起。新的冒险就在这纷乱中展开，无数的危险和诱惑等在大海的另一边……,79218,9
10348.0,25812712,神偷奶爸3 Despicable Me 3,2017,"['凯尔·巴尔达', '皮埃尔·柯芬', '埃里克·吉隆']","['史蒂夫·卡瑞尔', '克里斯汀·韦格', '崔·帕克', '米兰达·卡斯格拉夫', '达纳·盖尔', '内芙·沙雷尔', '皮埃尔·柯芬', '史蒂夫·库根', '朱莉·安德鲁斯', '珍妮·斯蕾特', '迈克尔·贝亚蒂', '安迪·尼曼', '阿德里安·奇斯卡托', '布莱恩·T·德莱尼', '肯·道里欧']","['喜剧', '动画', '冒险']",90,美国,英语,6.8,219008,10.4,31.5,48.6,8.5,1.0,洗心革面之后，格鲁（史蒂夫·卡瑞尔 Steve Carell 配音）作为特工成绩斐然，却因未能打败坏小子巴萨扎·布莱德（崔·帕克Trey Parker 配音）而被新局长扫地出门。就在此时，他收到一封远方来信，这才得知自己原来还有一个双胞胎兄弟德鲁（史蒂夫·卡瑞尔 Steve Carell 配音）。在德鲁盛情邀请下，格鲁带着妻子露西•王尔德（克里斯汀·韦格 Kristen Wiig 配音）以及玛戈（米兰达·卡斯格拉夫 Miranda Cosgrove 配音）、伊迪丝（达娜·盖伊 Dana Gaier 配音）和阿格蕾丝（埃尔希·费舍 Elsie Fisher 配音）来到了他亲生父亲所居住的地方探亲。德鲁天真烂漫，却一心想和哥哥搭档成为坏蛋二人组。格鲁虽然暂时回归狂野，可正义之心并未泯灭。尤其当巴萨扎邪恶的计划和三个可爱的孩子牵扯到一起时，他再也无法坐视不理……,66104,19
10295.0,1292523,侏罗纪公园 Jurassic Park,1993,['史蒂文·斯皮尔伯格'],"['山姆·尼尔', '劳拉·邓恩', '杰夫·高布伦', '理查德·阿滕伯勒', '鲍勃·佩克', '马丁·费雷罗', '约瑟夫·梅泽罗', '阿丽亚娜·理查兹', '塞缪尔·杰克逊', '黄荣亮', '韦恩·奈特', '杰拉尔德·R·莫伦', '米盖尔·桑多瓦尔']","['科幻', '惊悚', '冒险']",127,美国,英语 / 西班牙语,8.2,261761,29.7,51.1,17.9,1.1,0.2,哈蒙德（理查德•阿滕伯勒 Richard Attenborough  饰）立志要建立一个非同寻常的公园：恐龙将是这个公园的主角。他把众多科学家收归旗下，利用琥珀里面困住的远古蚊子体内的血液，提取出恐龙的基因信息，利用这些信息培育繁殖恐龙。结果如愿以偿，他把怒布拉岛建立成了一个恐龙公园，坚信可以从中赚取大钱。然而，科学家们则忧心忡忡。不幸的事情果然发生了。虽然公园有电脑系统管理，但却因为被员工破坏而造成了无法挽救的失控：所有的恐龙逃出了控制区，人们纷纷逃窜却逃不过恐龙的魔爪。恐龙自相残杀，人们亦死难无数，最后幸存者寥寥，只得四人逃出生天。怒布拉岛上空弥漫着恐怖的气息。,49538,5
10286.0,11524967,海底总动员2：多莉去哪儿 Finding Dory,2016,"['安德鲁·斯坦顿', '安格斯·麦克莱恩']","['艾伦·德杰尼勒斯', '艾伯特·布鲁克斯', '艾德·奥尼尔', '凯特琳·奥尔森', '海登·罗兰斯', '泰·布利尔', '黛安·基顿', '尤金·列维', '斯隆·穆雷', '伊德里斯·艾尔巴', '多米尼克·韦斯特', '鲍勃·彼德森', '凯特·麦克金农', '比尔·哈德尔', '西格妮·韦弗']","['喜剧', '动画', '冒险']",97,美国,英语,7.6,103183,18.6,44.9,32.6,3.3,0.6,患有短期健忘症的多莉（艾伦·德杰尼勒斯 Ellen DeGeneres 配音）曾经也拥有美好的家庭，然而一连串的意外让她与和蔼可亲的父母失散。此去经年，多莉邂逅了小丑鱼父子马林（艾伯特·布鲁克斯 Albert Brooks 配音）和尼莫（海登·罗兰斯 Hayden Rolence 配音），与他们经历了前所未有的大冒险。平静的日子里，童年时期的片段记忆突然闯入多莉的脑海，于是她再度踏上寻找父母的旅程。这一次，她来到了海洋生物博物馆，遇到了不打算回到大海的章鱼汉克（艾德·奥尼尔 Ed O'Neill 配音）以及童年时的朋友鲸鲨运儿（凯特琳·奥尔森 Kaitlin Olson 配音）。循着记忆中的蛛丝马迹，她离父母越来越近。然而在这一过程中，她又和马林父子失散了。对友情、亲情的执着，让这群小家伙无论千难万险也要坚持到底……,29154,34
10270.0,1294362,星球大战前传1：幽灵的威胁 Star Wars: Episode I - The Phantom Menace,1999,['乔治·卢卡斯'],"['连姆·尼森', '伊万·麦克格雷格', '娜塔莉·波特曼', '杰克·洛伊德', '伊恩·麦克迪阿梅德', '潘妮拉·奥古斯特', '奥利弗·福德·戴维斯', '阿梅德·贝斯特', '安东尼·丹尼尔斯', '肯尼·贝克', '弗兰克·奥兹', '特伦斯·斯坦普', '布耐恩·布莱塞得', '安德鲁·斯考姆比', '休·夸希']","['动作', '科幻', '冒险']",156,美国,英语,8.2,102117,31.3,48.8,18.2,1.4,0.3,作为星球大战前传系列的首部曲，这部电影诞生了一个重要的人物：阿纳金（杰克·洛伊德 Jake Lloyd  . 饰）。银河国会会议上出现了利益争执，纳布星的女王阿米达拉（娜塔丽·波特曼 Natalie Portman   饰）被贸易联盟绑架并威胁签署新的贸易协议。绝地武士奎刚（连姆·尼森 Liam Neeson 饰）及徒弟欧比-旺•肯诺比（伊万·麦克格雷格 Ewan McGregor  饰）受命前去解决纠纷，维护和平。他们的飞船在塔图因星意外降落的时候遇到了阿纳金并且带走了他。在奇异天才少年阿纳金等人的帮助下，奎刚及欧比-旺与贸易联盟的机器人部队和西斯武士展开了决斗.....,18925,7
10255.0,2336785,爱丽丝梦游仙境 Alice in Wonderland,2010,['蒂姆·波顿'],"['米娅·华希科沃斯卡', '约翰尼·德普', '海伦娜·伯翰·卡特', '安妮·海瑟薇', '克里斯平·格洛弗', '马特·卢卡斯', '斯蒂芬·弗雷', '麦克·辛', '艾伦·瑞克曼', '克里斯托弗·李']","['奇幻', '冒险']",108,美国,英语,7.3,348900,15.2,41.1,39.0,4.2,0.5,爱丽斯（米娅·华希科沃斯卡 Mia Wasikowska 饰）始终被同一个梦魇所困扰，直到她20岁时参加的一场聚会。本认为是一场无聊至极的聚会而已，没想到却是精心策划的求婚仪式。面对养尊处优的公子哥哈米什突如其来的求婚，毫无准备的爱丽斯着实被吓了一跳。爱丽斯被一只身马甲 的兔子所吸引，在追赶过程中爱丽斯掉入了一个深不见底的树洞里，来到了一个如同仙境般不可思议的“地下世界”。此时，生活在地下世界的善良人们似乎都在盼望着她的到来，可是她却认为这是一场梦，只想快点醒过来回到现实世界。然而，在认识疯疯癫癫的疯帽子（约翰尼·德普 Johnny Depp 饰）之后，爱丽斯才知道地下世界正处于“红桃皇后”（海伦娜·伯翰·卡特 Helena Bonham Carter 饰）的血腥统治之下，按照“皇历”的预言，只有她才能帮助“白色皇后”（安妮·海瑟薇 Anne Hathaway 饰）战胜“红桃皇后”，让地下世界重归和睦与安宁……这部迪士尼的3D立体电影由曾带给人们无数惊喜的奇幻大师蒂姆·波顿（Tim Burton）执导，其灵感来自于英国著名童话大师刘易斯·卡洛尔（Lewis Carroll）的《爱丽斯漫游仙境》和《爱丽丝镜中奇遇记》。,79879,7
10238.0,25662329,疯狂动物城 Zootopia,2016,"['拜伦·霍华德', '瑞奇·摩尔', '杰拉德·布什']","['金妮弗·古德温', '杰森·贝特曼', '伊德里斯·艾尔巴', '珍妮·斯蕾特', '内特·托伦斯', '邦尼·亨特', '唐·雷克', '汤米·钟', 'J·K·西蒙斯', '奥克塔维亚·斯宾瑟', '艾伦·图代克', '夏奇拉', '雷蒙德·S·佩尔西', '德拉·萨巴', '莫里斯·拉马奇', '菲尔·约翰斯顿', '约翰·迪·马吉欧', '凯蒂·洛斯', '吉塔·雷迪', '杰西·科尔蒂', '汤米·利斯特', '乔希·达拉斯', '瑞奇·摩尔', '凯斯·索西', '彼得·曼斯布里奇', '拜伦·霍华德', '杰拉德·布什', '马克·史密斯', '乔西·特立尼达', '约翰·拉维尔', '克里斯汀·贝尔', '吉尔·科德斯', '梅利莎·古德温']","['喜剧', '动画', '冒险']",109,美国,英语 / 挪威语,9.2,1493247,64.8,30.1,4.8,0.2,0.1,故事发生在一个所有哺乳类动物和谐共存的美好世界中，兔子朱迪（金妮弗·古德温 Ginnifer Goodwin 配音）从小就梦想着能够成为一名惩恶扬善的刑警，凭借着智慧和努力，朱迪成功的从警校中毕业进入了疯狂动物城警察局，殊不知这里是大型肉食类动物的领地，作为第一只，也是唯一的小型食草类动物，朱迪会遇到怎样的故事呢？近日里，城中接连发生动物失踪案件，就在全部警员都致力于调查案件真相之时，朱迪却被局长（伊德瑞斯·艾尔巴 Idris Elba 配音）发配成为了一名无足轻重的交警。某日，正在执勤的兔子遇见了名为尼克（杰森·贝特曼 Jason Bateman 配音）的狐狸，两人不打不相识，之后又误打误撞的接受了寻找失踪的水獭先生的任务，如果不能在两天之内找到水獭先生，朱迪就必须自愿离开警局。朱迪找到了尼克，两人联手揭露了一个隐藏在疯狂动物城之中的惊天秘密。,341777,265
10211.0,1966182,霍比特人1：意外之旅 The Hobbit: An Unexpected Journey,2012,['彼得·杰克逊'],"['伊恩·麦克莱恩', '马丁·弗瑞曼', '理查德·阿米蒂奇', '肯·斯托特', '格拉汉姆·麦克泰维什', '詹姆斯·内斯比特', '迪恩·奥戈曼', '艾丹·特纳', '雨果·维文', '凯特·布兰切特', '安迪·瑟金斯', '西尔维斯特·迈可伊', '克里斯托弗·李', '伊利亚·伍德', '伊安·霍姆', '李·佩斯']","['动作', '奇幻', '冒险']",169,美国 / 新西兰,英语,8.3,345018,37.3,45.1,15.7,1.6,0.4,中土最后一座矮人王国埃尔波尔，巍峨壮丽，庄严雄伟。老国王索尔积聚大量财富，却引来恶龙史茅革的觊觎和荼毒，最终导致这座城池陷落。许多年后，灰袍巫师甘道夫（伊恩·麦凯伦 Ian McKellen 饰）找到弗罗多的舅舅——霍比特人比尔博·巴金斯（马丁·弗里曼 Martin John C. Freeman 饰），邀请他加入由13名矮人组成的远征队伍。原来史茅革已多年不见声息，背负家国仇恨的矮人王子索林（理查德·阿米蒂奇 Richard Armitage 饰）希望借此机会收复故土。经过一番考虑，巴金斯决定加入。令他想不到的是，远征旅途多灾多难，与索林结下深仇大恨的苍白半兽人及其爪牙阴魂不散，更有食人鬼和石人制造的无数艰险。而在旅途中，巴金斯也意外得到了日后影响整个中土的重要宝物……本片根据J.R.R·托尔金的同名原著改编。,88699,27
10046.0,1851857,蝙蝠侠：黑暗骑士 The Dark Knight,2008,['克里斯托弗·诺兰'],"['克里斯蒂安·贝尔', '希斯·莱杰', '艾伦·艾克哈特', '迈克尔·凯恩', '玛吉·吉伦哈尔', '加里·奥德曼', '摩根·弗里曼', '莫尼克·加布里埃拉·库尔内', '罗恩·迪恩', '基里安·墨菲', '黄经汉', '内斯特·卡博内尔', '埃里克·罗伯茨', '里特奇·科斯特', '安东尼·迈克尔·豪尔', '基斯·斯扎拉巴基克', '柯林·麦克法兰', '约书亚·哈尔托', '美琳达·麦格劳', '内森·甘宝', '迈克尔·维约', '迈克尔·斯托扬诺夫', '威廉·斯米利', '丹尼·高德林', '迈克尔·加·怀特', '马修·奥尼尔', '威廉·菲克纳', '欧鲁米基·欧拉乌米', '格雷格·比姆', '爱利克·赫尔曼', '毕崔斯·罗森', '文森佐·尼克力', '陈冠希']","['剧情', '动作', '科幻', '惊悚', '犯罪']",152,美国 / 英国,英语 / 汉语普通话,9.2,836662,67.0,26.4,5.9,0.5,0.2,从亲眼目睹父母被人杀死的阴影中走出来的“蝙蝠侠”，经历了成长之后，已经不再是那个桀骜不的孤单英雄了。在警官吉姆·戈登和检查官哈维·登特的通力帮助下，“蝙蝠侠”无后顾之忧地继续满世界的奔波，与日益增长起来的犯罪威胁做着永无休止的争斗，而他所在的高谭市，也是进展最为明显的地方，犯罪率以一种惊人的速度持续下降着，毕竟对方是能够上天入地的“蝙蝠侠”，不借两个胆子谁还敢造次呢？不过像高谭这种科技与污秽并存的城市，平静是不可能维持太久的，果不其然，新一轮的混乱很快就席卷了整个城市，人们再一被被恐慌所笼罩着，而声称愿意为这一切负责的，自然就是所有混乱的源头以及支配者--“小丑”了。先不管“小丑”掀起一个又一个犯罪的狂潮的最终目的为何，他的企图都是邪恶的，所作所为更是早就危害到了高谭市民的正常生活……其中自然包括了“蝙蝠侠”身边几个非常重要的人，而他需要做的，就是将这股新的危机全部亲自用手捏得粉碎。然而在面对着这个有史以来最具针对性、最恶毒的对手时，“蝙蝠侠”却不得不从他的地下军械库里搬出每一件能够用得上的高科技武器，还得时刻纠结着为他曾经信仰的一切寻找答案。,168357,68
10012.0,1295038,哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,2001,['克里斯·哥伦布'],"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '艾伦·瑞克曼', '玛吉·史密斯', '汤姆·费尔顿', '伊恩·哈特', '理查德·哈里斯', '约翰·赫特', '罗彼·考特拉尼', '朱丽·沃特斯', '邦妮·怀特', '约翰·克立斯', '肖恩·比格斯代夫']","['奇幻', '冒险']",152,美国 / 英国,英语,9.1,849718,62.3,30.9,6.4,0.4,0.1,哈利波特是一个孤儿，从小寄养在姨妈家，受尽欺凌。但就在哈利11岁生日的时候，他意外收到了霍格沃茨学院的入学通知书。哈利从该学院派来接他的巨人海格口中得知，这是一间魔法学院，并得知了自己的身世，原来哈利的父母都是伟大的魔法师，在对付伏地魔的战斗中双双献身，唯有哈利幸免于难。哈利进入霍格沃茨后，表现出了超乎想象的飞行天赋，得到麦格教授的推荐进入了格兰芬多的魁地奇球队。另一方面，哈利发现霍格沃茨学院内有一股黑暗势力似乎在暗暗滋长，揭开谜团的关键就在有凶恶的三头犬守护的房间内。哈利、罗恩和赫敏三个好朋友决定探个究竟。,160928,11
9892.0,2051007,哈利·波特与死亡圣器(上) Harry Potter and the Deathly Hallows: Part 1,2010,['大卫·叶茨'],"['丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔夫·费因斯', '比尔·奈伊', '约翰·赫特', '艾伦·瑞克曼', '艾美达·斯丹顿', '费奥纳·肖', '邦妮·怀特', '朱丽·沃特斯', '米歇尔·费尔利', '杰米·坎贝尔·鲍尔']","['奇幻', '冒险']",146,英国 / 美国,英语,8.4,403555,37.9,43.7,16.6,1.4,0.3,《哈利·波特与死亡圣器》小站邓不利多死后，伏地魔（Ralph Fiennes 饰）与食死徒入侵魔法学校，魔法部也被伏地魔的爪牙操控，邪恶的阴云笼罩魔法世界上空。在哈利·波特（丹尼尔·雷德克里夫 Daniel Radcliffe 饰）17岁生日之际，凤凰社成员及一众好友护送他回到了凤凰社的据点陋居，然而这立即遭到食死徒毁灭性地打击。哈利和罗恩（鲁伯特·格林特 Rupert Grint 饰）、赫敏（爱玛·沃特森 Emma Watson 饰）侥幸逃亡，并且按照邓不利多的嘱托继续寻找伏地魔的魂器。死亡的威胁时刻逡巡左右，他们还要面对友情的考验。在寻找摧毁魂器方法的过程中，死亡圣器的面纱也渐渐揭开。与此同时，为了置哈利于死地，伏地魔也在寻找最后一件死亡圣器。最后的决战即将到来……,79480,7
9708.0,4915857,神偷奶爸2 Despicable Me 2,2013,"['皮埃尔·柯芬', '克里斯·雷纳德']","['史蒂夫·卡瑞尔', '克里斯汀·韦格', '本杰明·布拉特', '米兰达·卡斯格拉夫', '拉塞尔·布兰德', '郑肯', '史蒂夫·库根', '艾尔西·费舍尔', '达纳·盖尔', '莫伊塞斯·阿里亚斯', '纳西姆·帕杜雷德', '克里斯汀·沙尔', '皮埃尔·柯芬', '克里斯·雷纳德', '尼科莱·斯托伊洛夫', '瓦妮莎·贝尔', '艾娃·阿卡雷斯', '罗里·艾伦', '杰克·安杰尔', '伊娃·贝拉', '约翰·齐甘', '黛比·德里贝里', '杰斯·哈梅尔', '丹尼·曼恩', '莫娜·马歇尔', '米凯·麦高万', 'Alec Medlock', '拉瑞恩·纽曼', '扬·拉布森', '安德烈·鲁滨孙', '吉姆·瓦德', '艾普尔·温切尔', 'Bailey Gambertoglio', '雪莉·琳恩']","['喜剧', '动画', '冒险']",99,美国 / 法国 / 日本,英语 / 乌克兰语,8.1,371602,28.1,49.1,21.0,1.6,0.2,自从与玛戈（米兰达·卡斯格拉夫 Miranda Cosgrove 配音）、伊迪丝（达娜·盖伊 Dana Gaier 配音）和阿格蕾丝（埃尔希·费舍 Elsie Fisher 配音）三个可爱的小女孩实现宿命的邂逅，曾经的大坏蛋格鲁（史蒂夫·卡瑞尔 Steve Carell 配音）可真彻底转型了，他金盆洗手，转而化身为慈祥可亲的爸爸和做得一手烂口味布丁果冻的商人。当然凡事没有尽善尽美的，在此期间，憧憬大坏蛋传奇人生的老搭档纳法利欧博士（拉塞尔·布兰德 Russell Brand 配音）离他而去，另谋高就。某天，格鲁被身怀绝技却鲁莽的特工露西·王尔德（克里斯汀·韦格 Kristen Wiig 配音）绑架，原来露西所在的集团研制出可以改变生物基因的药物，可他们位于南极的实验室被神秘窃贼偷走，因此才委托有过坏蛋经验的格鲁做卧底。经过一番考虑，格鲁接受了这项任务，带着超萌的小黄人们，和露西组成了爆笑连连的追凶搭档……,81825,18
